DATA2014-12-03 06:01:00
"VW1",2614
"TH1",-52
"VW2",2894
"TH2",-52
"VW3",2708
"TH3",-53
"VW4",2894
"TH4",0
"VW5",0
"TH5",-54
"VW6",2622
"YH6",-67
"VW7",2951
"YH7",100000
"VW8",2676
"TH8",-19
"VW9",2667
"TH9",100000
"VW10",2941
"TH10",100000
"VW11",2620
"TH11",-5
"VW12",3002
"TH12",-24
"FIN"
