DATA2015-05-12 11:59:00
"VW1",2579
"TH1",-52
"VW2",2850
"TH2",-52
"VW3",2544
"TH3",100000
"VW4",2850
"TH4",0
"VW5",0
"TH5",-54
"VW6",2608
"YH6",-49
"VW7",2642
"YH7",100000
"VW8",2403
"TH8",-21
"VW9",2442
"TH9",100000
"VW10",2926
"TH10",100000
"VW11",2562
"TH11",-7
"VW12",3000
"TH12",-40
"FIN"
